run_id,cv_mean_cost,colsample_bytree,gamma,grow_policy,learning_rate,max_depth,min_child_weight,reg_alpha,scale_pos_weight,subsample
155,16948.0,0.9291569182145212,0.691791448165516,lossguide,0.3753895885588602,35,8,0.04507229559652227,59,0.9910591423026327
156,16660.0,0.9013673575124359,0.34301521070501195,lossguide,0.49102543315548625,76,10,0.004570522759044501,59,0.7995551538229392
157,17864.0,0.6786893590591936,0.17584740766404383,depthwise,0.023746389611283045,89,2,0.025094756836830455,59,0.7397999509540429
158,23792.0,0.8301116748461058,0.1821046752791774,lossguide,0.32006177876435804,13,5,0.04223525080721057,1,0.8957687615640295
159,11420.0,0.935583310366214,0.6943763247019483,lossguide,0.20771276117768445,4,5,0.045787328782972495,59,0.9457402704439816
160,25386.0,0.649802565992395,0.4377098415102548,lossguide,0.1443730335117981,7,7,0.023277821335545158,1,0.7753609886350441
161,14464.0,0.8889524261988486,0.10471351585105781,depthwise,0.06132234887905913,66,6,0.02488643520349408,59,0.7805456653955096
162,8328.0,0.8385764077975448,0.1314453320041778,lossguide,0.20604047267047895,2,2,0.031090311587020775,59,0.6911207278390701
163,17858.0,0.6017732560320451,0.6165809043463228,lossguide,0.7223427054434162,50,7,0.01036309919071876,59,0.767802502959848
164,24786.0,0.6756005868487702,0.7441450456014107,lossguide,0.09011370549984879,9,5,0.04034672774698788,1,0.7168381744947292
165,24836.0,0.7091510283101798,0.11096100560941824,depthwise,0.4140044033257594,18,8,0.012994590672656264,1,0.6013244666982501
166,16098.0,0.9760966193077125,0.6828045183253812,lossguide,0.10725290629871632,18,5,0.017172350704420716,59,0.7754862998694663
167,17150.0,0.941889073854195,0.745461118296262,depthwise,0.18249687581314686,42,2,0.020797102286666265,59,0.5288967294006051
168,16802.0,0.6715999944866575,0.7262488136121021,depthwise,0.4500221071134247,20,8,0.020571445634925006,59,0.7416537290301009
169,18030.0,0.8363245309772086,0.5036905058151618,depthwise,0.6198769003901796,22,6,0.02322935643855307,59,0.7958349238880363
170,13414.0,0.8353943953937937,0.7217481768358395,depthwise,0.06181638635222452,82,7,0.011328054824346762,59,0.7579489016032689
171,14570.0,0.8262159374138831,0.7478252007910814,depthwise,0.06181638635222452,15,5,0.03642928339872981,59,0.5128574072930657
172,24026.0,0.6007921703881446,0.5486329820408443,depthwise,0.5061941208974967,14,7,0.0071787460235259535,1,0.7923230233621059
173,18672.0,0.7254369682066746,0.271982800729175,depthwise,0.19931307880136806,26,1,0.010442099568012645,59,0.9739851056088404
174,24892.0,0.6478807197563485,0.6959598674443236,lossguide,0.19615512061391482,10,9,0.007519710229736097,1,0.7908656550651051
175,16280.0,0.9196218859696761,0.16251196928955008,lossguide,0.5893001884942023,3,9,0.02360342379787044,59,0.7761155652726355
176,15614.0,0.9537659526926334,0.6994295759148939,depthwise,0.15735907918145658,51,8,0.029771345584020784,59,0.7414683724794731
177,16480.0,0.9389849545131131,0.36766212132988446,depthwise,0.04869392417774811,39,3,0.029220168786304592,59,0.5592488523462458
178,15812.0,0.951920977913186,0.48788002858384677,lossguide,0.16612514849585552,10,8,0.0375763908567622,59,0.7521356994687198
179,16038.0,0.8574338330650477,0.7159344297371937,lossguide,0.5026697583433031,30,9,0.020716353835172577,59,0.9149039152995365
180,13536.0,0.8395344182827148,0.48698614060971196,depthwise,0.06296803543751069,67,9,0.025305368493798195,59,0.7699440344064443
181,18518.0,0.9228409655920429,0.5063981670714177,depthwise,0.5976939958595011,73,5,0.04046290704041428,59,0.8395288059683834
182,17038.0,0.8084605997027337,0.5008942216475681,depthwise,0.41835786339197006,27,8,0.011336484649290896,59,0.7529809091624953
183,25596.0,0.8759343161126243,0.6959598674443236,lossguide,0.2012152508436727,91,8,0.04581550724607397,1,0.7245956240299409
184,16932.0,0.7498029906059056,0.5322576592853481,depthwise,0.22797738581638102,31,8,0.030913194101990272,59,0.9957676787574086
185,24298.0,0.9249726597086594,0.1763666596006215,lossguide,0.5651332734116541,52,9,0.029224797457804166,1,0.8517304591544397
186,26220.0,0.839567795992056,0.6631637333818472,depthwise,0.4292736467702813,12,9,0.033820662299705886,1,0.7810009545174534
187,13760.0,0.7039039798249861,0.4102405200137803,depthwise,0.06181638635222452,89,8,0.036374779310752475,59,0.929672984827106
188,15772.0,0.8919466365281017,0.4174373938474972,lossguide,0.15686886489804217,77,8,0.04325122555272751,59,0.8216834086757588
189,9678.0,0.7823167916346112,0.674031559282625,lossguide,0.059087777477046764,2,9,0.02533891299972927,59,0.9223672226961109
190,18046.0,0.992207976653861,0.4520828631021076,lossguide,0.7416593740144415,87,8,0.04258359374681835,59,0.7713608918373059
191,16828.0,0.8389004457171556,0.7449186616715628,lossguide,0.48264741802991484,36,5,0.033749777120501506,59,0.8005975178621956
192,17692.0,0.7196710321952823,0.3438842343249652,depthwise,0.2881271603325451,59,9,0.037788767547769955,59,0.9102756789804125
193,17554.0,0.8211430656500689,0.16532186107169905,depthwise,0.2323836934500964,15,6,0.011557474928188614,59,0.5880981277875277
194,18510.0,0.9036564567415064,0.1961289833658054,lossguide,0.47207775946509634,71,5,0.04333757924464876,59,0.9709273497620469
195,25546.0,0.8140380991536752,0.17766880418746595,lossguide,0.4402056061822108,21,5,0.03635323751204505,1,0.5286903344839097
196,15874.0,0.7007397917347703,0.5850705738222631,depthwise,0.2561252126133453,91,6,0.0038423337650523408,59,0.5860257176275634
197,24312.0,0.7007397917347703,0.5801905795223311,depthwise,0.24824213634185957,65,6,0.008138669898598684,1,0.5880981277875277
198,17720.0,0.7978097790136384,0.42472681264470863,lossguide,0.36730335430110406,96,7,0.010752759210424451,59,0.6950038570706232
199,24234.0,0.8750010202154954,0.48283473130967824,depthwise,0.45383511006283345,79,8,0.02847472063726879,1,0.7962803836687432
200,17120.0,0.8220076415522752,0.19881775659863718,lossguide,0.3906703436522498,54,5,0.04223548038010348,59,0.7629442501400974
201,24422.0,0.7043063048939662,0.5349953091629428,depthwise,0.2561252126133453,91,6,0.0032076651740796085,1,0.5871444124061482
202,16206.0,0.8351975894186958,0.4282940080251997,depthwise,0.15686886489804217,77,9,0.04454937128455206,59,0.8216834086757588
203,32468.0,0.8228414168063879,0.18482211097069284,lossguide,0.022369388736190148,12,5,0.017101465529016056,1,0.8014634844677256
204,15480.0,0.6960501613174676,0.5801905795223311,depthwise,0.20418672324265763,15,6,0.005849197590383184,59,0.5847733687298795
205,15612.0,0.8730791974845008,0.6957590343974419,depthwise,0.19466743769963987,69,9,0.007519710229736097,59,0.7459839162153137
206,14684.0,0.8804413892590007,0.739743477046842,lossguide,0.09036800876026112,53,7,0.013034625249844677,59,0.8014634844677256
207,14342.0,0.8417949077796699,0.10598927452297487,lossguide,0.08808319482067528,13,8,0.02651664380237276,59,0.7420435562113773
208,9644.0,0.7213139380536068,0.5158194014738614,lossguide,0.04489569426194298,3,3,0.02720050594069691,59,0.5587285610737645
209,13622.0,0.7849795940794353,0.7321517557056957,depthwise,0.06837549679299675,10,5,0.015961570110790177,59,0.8071935810979766
210,16240.0,0.9511585158437469,0.5252829320922069,lossguide,0.47173189043129043,10,6,0.033820662299705886,59,0.7723265724512063
211,14840.0,0.8372301924439821,0.43489053067977956,lossguide,0.06181638635222452,70,5,0.03642928339872981,59,0.8155553208565162
212,17314.0,0.6659729253691922,0.5476388010505847,lossguide,0.49537956348052303,20,7,0.020571445634925006,59,0.7466790121699892
213,16356.0,0.7007397917347703,0.7174597900462157,lossguide,0.24484818289839896,15,5,0.02079243591337637,59,0.5880981277875277
214,24782.0,0.740461139658348,0.5850705738222631,lossguide,0.2561252126133453,13,6,0.00655209626588542,1,0.5880981277875277
215,15828.0,0.8264046771680543,0.484902214442852,depthwise,0.16612514849585552,10,8,0.025655942282268668,59,0.7521356994687198
216,28158.0,0.6776335237117921,0.48044939093964734,depthwise,0.06181638635222452,13,8,0.036374779310752475,1,0.774289334895744
217,17048.0,0.9537659526926334,0.7024448988851362,depthwise,0.5139258543658396,51,8,0.005338127071015202,59,0.7414683724794731
218,8218.0,0.6871962606641218,0.11937088281855562,lossguide,0.18162545378552208,2,9,0.031090311587020775,59,0.939415992205922
219,9152.0,0.8539275926183822,0.743778447520375,lossguide,0.06808151913693805,2,8,0.02720050594069691,59,0.8120858429145535
